#TE_family	subclass	superfamily	count	idn	sd	indels	tsd	length	frag	nest
Os1154#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	93	3	14	5,8	201	93	0
Os1169#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	90	6	7	5,8	570	89	0
Os1181#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	89	13	14	5,8	1401	86	0
Os1196#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	90	3	8	5,8	488	80	0
Os1223#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	94	13	11	5,8	744	96	0
Os1262#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	94	10	17	5,8	562	92	0
Os1293#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	92	15	19	5,8	1423	97	0
Os1296#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	91	19	15	5,8	530	91	0
Os1342#DNAauto/hAT	DNAauto/hAT	TIR_transposon	10	89	2	10	5,8	3667	91	0
Os1359#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	85	17	12	5,8	788	85	0
Os1366#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	84	14	14	5,8	159	80	0
Os1371#DNAauto/hAT	DNAauto/hAT	TIR_transposon	10	84	3	15	5,8	4057	98	0
Os1376#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	92	13	20	5,8	1924	87	0
Os1392#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	87	16	16	5,8	158	85	0
Os1405#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	93	19	17	5,8	521	88	0
Os1407#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	89	5	13	5,8	601	95	0
Os1417#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	85	15	11	5,8	976	94	0
Os1429#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	86	13	9	5,8	887	83	0
Os1430#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	94	7	7	5,8	168	95	0
Os1434#DNAauto/hAT	DNAauto/hAT	TIR_transposon	7	85	8	12	5,8	2815	97	0
Os1435#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	84	20	12	5,8	1086	96	0
Os1459#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	95	11	11	5,8	158	87	0
Os1463_ICR#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	91	12	20	5,8	1135	92	0
Os1489#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	88	16	18	5,8	179	82	0
Os1523#DNAauto/hAT	DNAauto/hAT	TIR_transposon	6	89	11	20	5,8	3488	97	0
Os1524#DNAauto/hAT	DNAauto/hAT	TIR_transposon	8	84	3	12	5,8	1862	86	0
Os1550#DNAauto/hAT	DNAauto/hAT	TIR_transposon	8	95	15	13	5,8	3815	84	0
Os1582#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	93	12	12	5,8	236	89	0
Os1592#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	95	14	5	5,8	223	80	0
Os1599#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	91	3	8	5,8	788	89	0
Os1604#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	84	12	19	5,8	590	91	0
Os1616#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	93	11	20	5,8	729	87	0
Os1669#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	91	11	15	5,8	437	85	0
Os1671#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	82	5	12	5,8	181	81	0
Os1672#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	95	19	16	5,8	601	92	0
Os1689#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	81	19	19	5,8	236	94	0
Os1695#DNAauto/hAT	DNAauto/hAT	TIR_transposon	7	86	12	14	5,8	4551	98	0
Os1710#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	82	17	9	5,8	437	97	0
Os1722#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	88	15	13	5,8	606	85	0
Os1734#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	80	18	18	5,8	647	80	0
Os1751#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	81	12	16	5,8	289	81	0
Os1758#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	91	10	13	5,8	464	84	0
Os1759#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	83	15	18	5,8	850	94	0
Os1772#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	81	11	10	5,8	950	89	0
Os1776#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	87	20	13	5,8	497	86	0
Os1779#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	85	11	8	5,8	754	80	0
Os1790#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	94	11	16	5,8	679	96	0
Os1799#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	82	2	5	5,8	234	81	0
Os1820#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	95	9	17	5,8	278	85	0
Os1834#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	81	17	9	5,8	236	93	0
Os1865#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	94	13	11	5,8	178	93	0
Os1927#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	85	12	11	5,8	1008	89	0
Os1931#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	83	12	8	5,8	3930	96	0
Os1944_ICR#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	90	9	10	5,8	901	98	0
Os1999#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	91	4	12	5,8	996	84	0
Os2008#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	83	8	17	5,8	182	94	0
Os2014#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	91	4	7	5,8	426	86	0
Os2019#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	92	6	15	5,8	963	88	0
Os2022#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	80	11	19	5,8	632	82	0
Os2046#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	89	10	13	5,8	3256	94	0
Os2053#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	92	19	18	5,8	473	96	0
Os2054#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	80	8	12	5,8	510	88	0
Os2057#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	95	5	20	5,8	458	86	0
Os2059#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	81	7	9	5,8	426	97	0
Os2062#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	95	5	12	5,8	540	95	0
Os2067#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	81	12	7	5,8	250	85	0
Os2075#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	94	18	18	5,8	415	98	0
Os2106#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	95	19	13	5,8	3796	84	0
Os2112#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	88	12	14	5,8	1008	91	0
Os2120#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	84	19	12	5,8	409	91	0
Os2127#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	83	9	12	5,8	992	94	0
Os2152#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	85	20	16	5,8	155	96	0
Os2164#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	90	5	18	5,8	943	96	0
Os2198#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	94	4	9	5,8	1027	96	0
Os2207#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	81	7	12	5,8	2353	82	0
Os2209#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	95	10	17	5,8	828	81	0
Os2227#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	81	2	14	5,8	1047	86	0
Os2255#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	81	13	18	5,8	768	95	0
Os2264#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	82	10	16	5,8	429	90	0
Os2267#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	87	8	16	5,8	425	94	0
Os2295#DNAauto/hAT	DNAauto/hAT	TIR_transposon	8	81	4	10	5,8	3310	95	0
Os2348#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	91	12	12	5,8	2241	88	0
Os2420#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	85	17	16	5,8	568	88	0
Os2430#DNAauto/hAT	DNAauto/hAT	TIR_transposon	6	92	3	13	5,8	3806	88	0
Os2485#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	80	20	12	5,8	756	88	0
Os2505#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	80	16	5	5,8	943	85	0
Os2522#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	95	12	5	5,8	966	94	0
Os2523#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	84	1	12	5,8	271	82	0
Os2524#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	90	15	19	5,8	498	81	0
Os2530#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	89	6	19	5,8	3333	84	0
Os2557#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	88	18	13	5,8	987	93	0
Os2562#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	87	5	5	5,8	299	82	0
Os2612#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	81	9	7	5,8	819	89	0
Os2638#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	94	1	8	5,8	990	97	0
Os2689#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	94	1	11	5,8	424	90	0
Os2720#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	86	7	7	5,8	445	95	0
Os2721#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	93	15	9	5,8	420	96	0
Os2790#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	85	15	6	5,8	969	84	0
Os2795#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	92	15	5	5,8	612	84	0
Os2824#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	94	2	16	5,8	573	94	0
Os2837#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	93	8	7	5,8	644	81	0
Os2892#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	84	16	14	5,8	952	84	0
Os2893#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	90	1	7	5,8	528	94	0
Os2900#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	90	19	10	5,8	860	80	0
Os2901#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	94	4	14	5,8	778	95	0
Os2947_ICL#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	85	7	14	5,8	3204	87	0
Os2963#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	86	14	20	5,8	681	88	0
Os3043#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	82	7	5	5,8	975	98	0
Os3281#DNAauto/hAT	DNAauto/hAT	TIR_transposon	5	82	4	13	5,8	4786	92	0
Os3283#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	94	19	20	5,8	884	90	0
Os3287#DNAauto/hAT	DNAauto/hAT	TIR_transposon	5	93	7	10	5,8	6090	95	0
Os3288#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	85	8	11	5,8	2573	88	0
Os3293#DNAauto/hAT	DNAauto/hAT	TIR_transposon	7	94	6	8	5,8	4349	86	0
Os3294#DNAauto/hAT	DNAauto/hAT	TIR_transposon	7	91	7	20	5,8	3746	95	0
Os3323#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	94	14	7	5,8	1110	85	0
Os3397#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	94	7	10	5,8	957	82	0
Os3406#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	80	10	5	5,8	1098	82	0
Os3407#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	87	4	14	5,8	1219	97	0
Os3419#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	87	1	10	5,8	651	83	0
Os3420#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	90	6	8	5,8	546	90	0
Os3421#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	91	18	15	5,8	1024	92	0
Os3422#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	83	13	8	5,8	1093	84	0
Os3423#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	89	12	18	5,8	1323	95	0
Os3424#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	82	11	14	5,8	492	83	0
Os3426#DNAnona/hAT	DNAnona/hAT	TIR_transposon	9	94	8	7	5,8	906	87	0
Os3434#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	84	11	18	5,8	1836	84	0
Os3435#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	82	1	8	5,8	622	90	0
Os3439#DNAauto/hAT	DNAauto/hAT	TIR_transposon	5	91	8	7	5,8	3624	89	0
Os3519#DNAauto/hAT	DNAauto/hAT	TIR_transposon	6	84	11	14	5,8	4158	88	0
Os3520#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	90	20	8	5,8	664	83	0
Os3521#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	90	15	8	5,8	1222	93	0
Os3522#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	88	19	10	5,8	3123	86	0
Os3524#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	80	15	6	5,8	630	89	0
Os3527_ICR#DNAnona/hAT	DNAnona/hAT	TIR_transposon	5	83	10	7	5,8	1092	87	0
Os3532#DNAauto/hAT	DNAauto/hAT	TIR_transposon	8	94	11	10	5,8	4453	82	0
Os3533#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	85	8	15	5,8	937	93	0
Os3539#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	81	16	18	5,8	790	87	0
Os3541#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	93	8	14	5,8	646	97	0
Os3550#DNAnona/hAT	DNAnona/hAT	TIR_transposon	8	81	3	16	5,8	524	93	0
Os3555#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	91	20	16	5,8	826	81	0
Os3565#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	87	13	6	5,8	517	89	0
Os3569#DNAnona/hAT	DNAnona/hAT	TIR_transposon	6	81	12	20	5,8	818	81	0
Os3571#DNAnona/hAT	DNAnona/hAT	TIR_transposon	10	89	20	18	5,8	1900	92	0
Os3594#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	94	13	16	5,8	837	88	0
Os3646#DNAauto/hAT	DNAauto/hAT	TIR_transposon	9	92	16	9	5,8	3482	98	0
Os3651#DNAauto/hAT	DNAauto/hAT	TIR_transposon	8	91	5	9	5,8	3356	85	0
Os3652#DNAnona/hAT	DNAnona/hAT	TIR_transposon	7	84	15	13	5,8	2501	93	0
ATENSPM1#DNA/CACTA	DNA/CACTA	TIR_transposon	5	92	16	5	2,4	4548	82	0
ATENSPM10#DNA/CACTA	DNA/CACTA	TIR_transposon	10	88	14	18	2,4	8272	86	0
ATENSPM11#DNA/CACTA	DNA/CACTA	TIR_transposon	8	83	18	10	2,4	8144	87	0
ATENSPM12#DNA/CACTA	DNA/CACTA	TIR_transposon	6	83	13	6	2,4	9337	98	0
ATENSPM1A#DNA/CACTA	DNA/CACTA	TIR_transposon	9	90	13	14	2,4	4279	90	0
ATENSPM2#DNA/CACTA	DNA/CACTA	TIR_transposon	9	86	7	18	2,4	8253	85	0
ATENSPM3#DNA/CACTA	DNA/CACTA	TIR_transposon	6	90	3	17	2,4	8456	93	0
ATENSPM4#DNA/CACTA	DNA/CACTA	TIR_transposon	10	91	20	11	2,4	4855	84	0
ATENSPM5#DNA/CACTA	DNA/CACTA	TIR_transposon	5	91	9	13	2,4	8717	97	0
ATENSPM6#DNA/CACTA	DNA/CACTA	TIR_transposon	6	92	10	7	2,4	8825	97	0
ATENSPM7#DNA/CACTA	DNA/CACTA	TIR_transposon	8	94	12	16	2,4	8535	91	0
ATENSPM8#DNA/CACTA	DNA/CACTA	TIR_transposon	8	94	15	19	2,4	2375	94	0
ATENSPM9#DNA/CACTA	DNA/CACTA	TIR_transposon	5	86	3	15	2,4	9233	93	0
Chester-1#DNA/CACTA	DNA/CACTA	TIR_transposon	8	83	16	14	2,4	8216	80	0
Os0048#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	86	14	13	2,4	829	97	0
Os0051#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	87	13	5	2,4	1415	83	0
Os0052#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	9	81	11	8	2,4	9838	96	0
Os0129#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	6	87	18	17	2,4	11635	87	0
Os0257#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	95	15	13	2,4	966	90	0
Os0260#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	7	85	3	17	2,4	661	81	0
Os0279#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	89	5	10	2,4	1081	84	0
Os0286#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	87	14	13	2,4	912	80	0
Os0291#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	93	18	9	2,4	1918	89	0
Os0315#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	82	1	19	2,4	2276	97	0
Os0327#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	95	3	7	2,4	1568	98	0
Os0343#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	83	6	20	2,4	921	80	0
Os0405#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	7	91	14	13	2,4	10764	95	0
Os0440#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	83	6	8	2,4	5705	91	0
Os0488#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	7	91	1	7	2,4	6164	86	0
Os0493#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	93	11	15	2,4	796	81	0
Os0494#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	5	80	16	10	2,4	10595	84	0
Os0649#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	94	2	10	2,4	1691	95	0
Os0681#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	8	89	6	5	2,4	8497	80	0
Os0713#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	93	19	17	2,4	1230	92	0
Os0765#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	86	18	7	2,4	1306	89	0
Os0836#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	93	4	18	2,4	1269	83	0
Os0898#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	5	90	12	12	2,4	11313	98	0
Os0924#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	6	82	15	9	2,4	4585	88	0
Os0925#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	95	12	9	2,4	436	85	0
Os1025#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	95	1	14	2,4	1687	87	0
Os1080#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	83	18	10	2,4	1046	87	0
Os1156#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	7	87	10	9	2,4	10744	93	0
Os1278#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	86	15	7	2,4	2234	86	0
Os1279#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	6	88	2	19	2,4	13602	88	0
Os1303#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	92	18	13	2,4	233	91	0
Os1318#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	84	12	9	2,4	2658	80	0
Os1329#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	91	20	17	2,4	684	91	0
Os1336#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	93	1	8	2,4	668	94	0
Os1395#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	5	86	7	10	2,4	641	88	0
Os1442#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	7	86	18	15	2,4	4168	85	0
Os1503#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	89	18	9	2,4	373	90	0
Os1510#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	7	81	17	11	2,4	8872	96	0
Os1544#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	84	15	10	2,4	4625	81	0
Os1606#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	81	8	17	2,4	634	95	0
Os1622#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	7	87	13	13	2,4	9998	98	0
Os1639#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	93	16	10	2,4	119	80	0
Os1640#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	87	15	10	2,4	1827	85	0
Os1674#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	92	15	15	2,4	351	84	0
Os1675#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	8	84	3	16	2,4	11201	85	0
Os1698#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	80	18	17	2,4	553	97	0
Os1829#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	93	3	7	2,4	1107	82	0
Os1905#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	86	6	7	2,4	732	95	0
Os1933#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	8	86	8	20	2,4	1276	87	0
Os2009#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	91	14	7	2,4	1135	83	0
Os2026#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	7	80	15	14	2,4	2465	87	0
Os2029#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	82	9	20	2,4	1167	92	0
Os2063#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	7	92	16	8	2,4	5016	82	0
Os2217#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	94	15	9	2,4	3270	98	0
Os2240#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	10	95	5	7	2,4	12737	97	0
Os2247#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	86	17	8	2,4	898	98	0
Os2293#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	87	11	13	2,4	2749	80	0
Os2296#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	93	12	7	2,4	4052	80	0
Os2340#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	81	13	9	2,4	84	96	0
Os2480#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	5	82	12	7	2,4	8632	87	0
Os2504#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	91	8	12	2,4	455	80	0
Os2506#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	87	6	18	2,4	780	83	0
Os2544#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	81	18	18	2,4	698	97	0
Os2569#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	95	3	9	2,4	1055	96	0
Os2586#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	84	19	6	2,4	2078	87	0
Os2597#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	88	9	16	2,4	1035	80	0
Os2635#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	90	14	19	2,4	168	93	0
Os2647#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	82	2	10	2,4	837	98	0
Os2719#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	88	5	17	2,4	4537	81	0
Os2730#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	82	2	12	2,4	2176	91	0
Os2747#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	7	81	10	9	2,4	260	90	0
Os2771#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	91	3	19	2,4	525	96	0
Os2816#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	85	7	5	2,4	1242	90	0
Os2819#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	87	8	18	2,4	273	87	0
Os2826#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	94	9	20	2,4	539	88	0
Os2833#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	86	14	14	2,4	3011	85	0
Os2959#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	94	18	12	2,4	2027	87	0
Os2970#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	92	16	9	2,4	5832	94	0
Os2981#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	82	13	19	2,4	429	93	0
Os3001#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	93	18	15	2,4	994	95	0
Os3004#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	84	3	20	2,4	1021	84	0
Os3007#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	89	7	14	2,4	1049	80	0
Os3008#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	10	80	1	14	2,4	3362	98	0
Os3021#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	86	12	20	2,4	695	89	0
Os3079#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	89	4	10	2,4	1598	87	0
Os3120#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	85	13	5	2,4	994	96	0
Os3279#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	7	88	6	13	2,4	1118	83	0
Os3280#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	7	85	18	20	2,4	11652	90	0
Os3285#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	6	83	8	7	2,4	8216	88	0
Os3297#DNAauto/CACTA	DNAauto/CACTA	TIR_transposon	5	94	5	11	2,4	3131	89	0
Os3430#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	9	94	16	6	2,4	2944	85	0
Os3432#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	95	6	18	2,4	1420	89	0
Os3543#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	5	86	11	19	2,4	3667	96	0
Os3551#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	6	83	12	15	2,4	1612	94	0
Os3557#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	83	4	20	2,4	1317	87	0
Os3560#DNAnona/CACTA	DNAnona/CACTA	TIR_transposon	8	88	17	15	2,4	1288	97	0
ATIS112A#DNA/Harbinger	DNA/Harbinger	TIR_transposon	8	81	6	16	3,3	5099	98	0
HARBINGER#DNA/Harbinger	DNA/Harbinger	TIR_transposon	8	88	5	13	3,3	5382	81	0
SIMPLEGUY1#DNA/Harbinger	DNA/Harbinger	TIR_transposon	7	83	3	17	3,3	1068	81	0
ARNOLDY1#DNA/MuDR	DNA/MuDR	TIR_transposon	7	93	13	11	8,9	1936	89	0
AT10MU1#DNA/MuDR	DNA/MuDR	TIR_transposon	5	83	15	8	8,9	3770	86	0
AT9MU1#DNA/MuDR	DNA/MuDR	TIR_transposon	7	84	20	10	8,9	2102	92	0
AT9TSD1#DNA/MuDR	DNA/MuDR	TIR_transposon	5	84	17	12	8,9	2216	82	0
ATDNA1T9A#DNA/MuDR	DNA/MuDR	TIR_transposon	9	94	10	14	8,9	3552	86	0
ATDNA2T9A#DNA/MuDR	DNA/MuDR	TIR_transposon	10	83	3	10	8,9	1596	91	0
